var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
Survey_Irrigation_InGround_Front_Automatic,Q5year,0.26,0.068,Yes,0,5574
survey_monthly_rent,TotalGPD,0.261,0.068,Yes,0.005,116
IndoorGPD,Toiletflushstdev,0.261,0.068,Yes,0,1186
survey_number_of_children_summer,IndoorGPD,0.258,0.067,Yes,0,1187
survey_number_of_bathtubs,NormalizedAnnual,0.26,0.067,Yes,0,5104
survey_pool,NormalizedSeasonal,0.258,0.067,Yes,0,985
Survey_Irrigation_InGround_Front_Automatic,Q20,0.258,0.067,Yes,0,5574
survey_irrigation_inground_timer,survey_highest_grade,0.259,0.067,Yes,0,5357
survey_adults_employed,NormalizedNonseasonal,0.258,0.067,Yes,0,1171
survey_parcel_sqft,StandardizedAnnualresidualbyfamily,0.258,0.067,Yes,0,4022
survey_parcel_sqft,StandardizedSeasonalresidualbyfamily,0.259,0.067,Yes,0,862
survey_number_of_teenagers,Clotheswashergpd,0.258,0.067,Yes,0,1160
OutdoorGPD,Faucetgpd,0.259,0.067,Yes,0,1146
survey_number_of_teenagers_summer,Clotheswashergpd,0.256,0.066,Yes,0,1160
survey_number_of_toilets,IndoorGPD,0.257,0.066,Yes,0,1184
survey_number_of_showers,Q23depth,0.256,0.066,Yes,0,5574
survey_pool,StandardizedAnnualresidualbyfamily,0.256,0.066,Yes,0,4689
survey_number_of_toilets_16,survey_monthly_rent,0.257,0.066,Yes,0,459
irrigated_area_sqft,NormalizedAnnual,0.257,0.066,Yes,0,1130
Q5no,survey_home_value,-0.257,0.066,Yes,0,4735
Q23no,survey_indoor_sqft,-0.257,0.066,Yes,0,4984
Q23length,survey_parcel_sqft,0.257,0.066,Yes,0,4405
Q23width,NormalizedAnnual,0.258,0.066,Yes,0,5104
survey_homies,Faucetgpd,0.256,0.066,Yes,0,1170
survey_monthly_rent,IndoorGPD,0.258,0.066,Yes,0.005,116
TotalGPD,Leakgpd,0.257,0.066,Yes,0,1184
KEYCODE,survey_year_built,0.256,0.065,Yes,0,5330
KEYCODE,survey_age_of_home,-0.256,0.065,Yes,0,5330
survey_number_of_teenagers_winter,Clotheswashergpd,0.254,0.065,Yes,0,1160
survey_number_of_teenagers_summer,Clotheswasherloadsperday,0.254,0.065,Yes,0,1160
survey_number_of_toilets,Q23width,0.255,0.065,Yes,0,5566
Survey_Irrigation_InGround_Back_Automatic,Q5year,0.256,0.065,Yes,0,5574
irrigated_area_sqft,StandardizedAnnualresidualbyfamily,0.255,0.065,Yes,0,1130
Q14,survey_indoor_sqft,0.255,0.065,Yes,0,4875
Q14,TotalGPD,0.256,0.065,Yes,0,1155
Q23length,NormalizedSeasonal,0.255,0.065,Yes,0,1063
Q23width,survey_parcel_sqft,0.256,0.065,Yes,0,4405
survey_number_of_teenagers,Clotheswasherloadsperday,0.254,0.065,Yes,0,1160
survey_irrigation_inground_back,survey_well,0.254,0.064,Yes,0,305
survey_irrigation_inground_drip,survey_number_of_bathroom_sinks,0.254,0.064,Yes,0,5527
survey_irrigation_inground_drip,survey_year_built,0.253,0.064,Yes,0,5330
survey_irrigation_inground_drip,survey_age_of_home,-0.253,0.064,Yes,0,5330
survey_irrigation_hose_sprinkler,survey_irrigation_inground_timer_adjusted_conservation,-0.253,0.064,Yes,0,5574
survey_number_of_kitchen_sinks,survey_number_of_showers,0.253,0.064,Yes,0,5545
survey_number_of_kitchen_sinks,survey_home_value,0.253,0.064,Yes,0,4715
survey_number_of_showers,Q13,0.254,0.064,Yes,0,5422
survey_dishwasher,Q14,0.253,0.064,Yes,0,5286
Survey_Irrigation_InGround_Back_Automatic,survey_highest_grade,0.253,0.064,Yes,0,5357
survey_adults_employed,Clotheswashergpd,0.254,0.064,Yes,0,1145
survey_year_moved_in,Showerminutesperday,0.254,0.064,Yes,0,1153
OutdoorGPD,Othergpd,0.254,0.064,Yes,0,1068
survey_irrigation_inground_front,Q5year,0.252,0.063,Yes,0,5574
survey_irrigation_hose_sprinkler,survey_irrigation,0.252,0.063,Yes,0,5574
survey_number_of_teenagers_summer,NormalizedNonseasonal,0.252,0.063,Yes,0,1188
survey_pressure_regulator,survey_irrigation_inground,0.251,0.063,Yes,0,4550
Q5year,survey_monthly_rent,0.252,0.063,Yes,0,546
Q23length,StandardizedAnnualresidualbyfamily,0.252,0.063,Yes,0,5075
survey_number_of_teenagers,NormalizedNonseasonal,0.251,0.063,Yes,0,1188
survey_monthly_rent,Showerminutesperday,0.25,0.063,Yes,0.007,115
survey_monthly_rent,NormalizedAnnual,0.251,0.063,Yes,0,504
survey_irrigation_inground_front,survey_pressure_regulator,0.249,0.062,Yes,0,4550
survey_irrigation_inground_front,Q20,0.248,0.062,Yes,0,5574
survey_irrigation_inground_back,survey_irrigation_inground_drip,0.249,0.062,Yes,0,5574
survey_irrigation_inground_back,Q20,0.249,0.062,Yes,0,5574
survey_irrigation_inground_drip,survey_irrigation_inground_timer_adjusted_conservation,0.248,0.062,Yes,0,5574
survey_conservation_shower_short,survey_disposal_used_less,0.248,0.062,Yes,0,5574
survey_irrigation_inground_timer_adjusted_conservation,NormalizedAnnual,0.25,0.062,Yes,0,5104
survey_irrigation_inground_timer_adjusted_conservation,StandardizedAnnualresidualbyfamily,0.249,0.062,Yes,0,5075
survey_number_of_teenagers_winter,Clotheswasherloadsperday,0.249,0.062,Yes,0,1160
survey_number_of_children_winter,Bathtubgpd,0.25,0.062,Yes,0,725
survey_number_of_bathroom_sinks,IndoorGPD,0.249,0.062,Yes,0,1175
survey_disposal,Q13,0.249,0.062,Yes,0,5321
survey_canal_ditch,irrigated_area_sqft,0.248,0.062,Yes,0.04,69
KEYCODE,survey_separate_meters,-0.248,0.061,Yes,0,4890
survey_disposal_used_less,survey_clothes_washer_used_less,0.247,0.061,Yes,0,5574
survey_number_of_bathtubs,survey_irrigation_inground,0.247,0.061,Yes,0,5574
survey_number_of_showers,survey_highest_grade,0.246,0.061,Yes,0,5357
survey_disposal,survey_highest_grade,0.247,0.061,Yes,0,5268
Survey_Irrigation_InGround_Back_Automatic,Q20,0.248,0.061,Yes,0,5574
survey_floors,survey_monthly_rent,0.247,0.061,Yes,0,542
Q5no,Q14,-0.247,0.061,Yes,0,5414
Q20,survey_household_income,0.246,0.061,Yes,0,4564
Q23depth,survey_parcel_sqft,0.247,0.061,Yes,0,4405
Q23depth,OutdoorGPD,0.246,0.061,Yes,0,1146
survey_irrigation_pct,NormalizedSeasonal,0.248,0.061,Yes,0,918
Clotheswashergpd,Averageclotheswasherloadgal,0.246,0.061,Yes,0,1160
KEYCODE,survey_pool,0.245,0.06,Yes,0,5165
survey_irrigation_inground_back,survey_number_of_bathtubs,0.244,0.06,Yes,0,5574
survey_number_of_teenagers_winter,NormalizedNonseasonal,0.245,0.06,Yes,0,1188
survey_number_of_children_winter,NormalizedNonseasonal,0.244,0.06,Yes,0,1188
survey_disposal,survey_pressure_regulator,0.246,0.06,Yes,0,4530
survey_pool,StandardizedSeasonalresidualbyfamily,0.245,0.06,Yes,0,985
survey_canal_ditch,survey_has_alternative_source,-0.245,0.06,Yes,0,305
survey_irrigation,survey_irrigation_inground_timer,0.246,0.06,Yes,0,5574
Survey_Irrigation_InGround_Front_Automatic,survey_highest_grade,0.244,0.06,Yes,0,5357
Q23width,NormalizedSeasonal,0.244,0.06,Yes,0,1063
Q23depth,NormalizedAnnual,0.245,0.06,Yes,0,5104
survey_year_moved_in,Showergpd,0.245,0.06,Yes,0,1153
KEYCODE,Averagetoiletflushvolume,-0.244,0.059,Yes,0,1187
survey_conservation_shower_short,survey_conservation,0.243,0.059,Yes,0,5318
survey_number_of_bathtub_showers,survey_number_of_showers_lfsh,0.243,0.059,Yes,0,5008
survey_number_of_bathtub_only,survey_year_built,0.243,0.059,Yes,0,3498
survey_number_of_bathtub_only,survey_age_of_home,-0.243,0.059,Yes,0,3498
Q5year,survey_home_value,0.244,0.059,Yes,0,4735
Q23length,survey_monthly_rent,0.242,0.059,Yes,0,546
Q23length,StandardizedSeasonalresidualbyfamily,0.242,0.059,Yes,0,1063
survey_irrigation_pct,survey_household_income,0.242,0.059,Yes,0,3969
survey_number_of_children,Bathtubgpd,0.243,0.059,Yes,0,725
survey_number_of_children,NormalizedNonseasonal,0.243,0.059,Yes,0,1188
survey_year_moved_in,Showersperday,0.242,0.059,Yes,0,1153
Averagetoiletflushvolume,StandardizedNonseasonalresidualbyfamily,0.242,0.059,Yes,0,1187
survey_irrigation_inground_drip,survey_irrigation_xeri,0.24,0.058,Yes,0,5574
survey_irrigation_hand,survey_irrigation,0.241,0.058,Yes,0,5574
survey_conservation_shower_short,survey_car_washed_less_often,0.242,0.058,Yes,0,5574
survey_irrigation_avoid_heat,survey_conservation,0.242,0.058,Yes,0,5318
survey_number_of_bathtub_only,survey_irrigation_inground_timer,0.241,0.058,Yes,0,3652
survey_number_of_whirlpools,survey_number_of_utility_sinks,0.24,0.058,Yes,0,3699
survey_number_of_kitchen_sinks,TotalGPD,0.242,0.058,Yes,0,1180
survey_adults_employed,IndoorGPD,0.24,0.058,Yes,0,1170
survey_adults_employed,Clotheswasherloadsperday,0.242,0.058,Yes,0,1145
survey_year_moved_in,survey_household_income,0.242,0.058,Yes,0,4491
Toiletflushstdev,NormalizedNonseasonal,0.242,0.058,Yes,0,1186
survey_irrigation_inground_front,TotalGPD,0.24,0.057,Yes,0,1187
survey_irrigation_inground_drip,Q14,0.239,0.057,Yes,0,5414
survey_irrigation_inground_timer_adjusted_conservation,survey_disposal,0.239,0.057,Yes,0,5467
survey_number_of_children_summer,NormalizedNonseasonal,0.238,0.057,Yes,0,1188
survey_number_of_toilets,Q23depth,0.239,0.057,Yes,0,5566
survey_number_of_bathtub_only,Faucetgpd,0.238,0.057,Yes,0,764
survey_number_of_shower_only,survey_irrigation_inground,0.238,0.057,Yes,0,4724
survey_number_of_shower_only,NormalizedAnnual,0.239,0.057,Yes,0,4304
survey_disposal,survey_home_value,0.238,0.057,Yes,0,4659
survey_pool,Survey_Irrigation_InGround_Back_Automatic,0.24,0.057,Yes,0,5165
survey_pool,survey_monthly_rent,0.239,0.057,Yes,0,498
survey_well,survey_year_moved_in,-0.239,0.057,Yes,0,296
Q14,survey_year_built,0.238,0.057,Yes,0,5188
Q14,survey_age_of_home,-0.238,0.057,Yes,0,5188
Q23width,StandardizedAnnualresidualbyfamily,0.238,0.057,Yes,0,5075
survey_replaced_showerheads_LF,survey_replaced_toilets_ulft,0.237,0.056,Yes,0,5574
survey_irrigation_inground_timer_adjusted_conservation,survey_year_built,0.236,0.056,Yes,0,5330
survey_irrigation_inground_timer_adjusted_conservation,survey_age_of_home,-0.236,0.056,Yes,0,5330
survey_irrigation_inground_timer_adjusted_conservation,NormalizedSeasonal,0.237,0.056,Yes,0,1063
survey_number_of_shower_only,survey_dishwasher,0.237,0.056,Yes,0,4681
survey_number_of_kitchen_sinks,OutdoorGPD,0.237,0.056,Yes,0,1140
survey_number_of_showers,StandardizedSeasonalresidualbyfamily,0.237,0.056,Yes,0,1063
survey_pool,survey_irrigation_inground_timer,0.236,0.056,Yes,0,5165
survey_irrigation,Survey_Irrigation_InGround_Front_Automatic,0.238,0.056,Yes,0,5574
survey_irrigation_pct,survey_monthly_rent,0.237,0.056,Yes,0,421
survey_indoor_sqft,NormalizedNonseasonal,0.237,0.056,Yes,0,1075
Leakgpd,StandardizedAnnualresidualbyfamily,0.236,0.056,Yes,0,1184
survey_number_of_bathtub_only,Survey_Irrigation_InGround_Back_Automatic,0.233,0.055,Yes,0,3652
survey_number_of_showers_lfsh,survey_household_income,0.234,0.055,Yes,0,4242
survey_irrigation,Survey_Irrigation_InGround_Back_Automatic,0.234,0.055,Yes,0,5574
Q14,OutdoorGPD,0.236,0.055,Yes,0,1115
survey_irrigation_pct,StandardizedSeasonalresidualbyfamily,0.233,0.055,Yes,0,918
survey_number_of_children_summer,Bathtubgpd,0.233,0.054,Yes,0,725
survey_number_of_bathtubs,Q13,0.233,0.054,Yes,0,5422
survey_highest_grade,Q5year,0.232,0.054,Yes,0,5357
Q13,TotalGPD,0.233,0.054,Yes,0,1156
Q23depth,NormalizedSeasonal,0.232,0.054,Yes,0,1063
Survey_Car_Washed,survey_walk_washed,0.231,0.054,Yes,0,5431
TotalGPD,Clotheswashergpd,0.233,0.054,Yes,0,1160
Toiletgpd,Toiletflushstdev,0.232,0.054,Yes,0,1186
survey_irrigation_inground_front,OutdoorGPD,0.231,0.053,Yes,0,1146
survey_irrigation_inground_timer_adjusted_conservation,StandardizedSeasonalresidualbyfamily,0.23,0.053,Yes,0,1063
survey_number_of_toilets,Faucetgpd,0.23,0.053,Yes,0,1184
survey_number_of_shower_only,survey_number_of_whirlpools,0.229,0.053,Yes,0,3709
survey_number_of_shower_only,survey_pool,0.23,0.053,Yes,0,4520
survey_number_of_whirlpools,survey_number_of_bathtubs,0.23,0.053,Yes,0,3786
survey_number_of_bathroom_sinks,Q20,0.231,0.053,Yes,0,5527
survey_number_of_showers,IndoorGPD,0.23,0.053,Yes,0,1187
survey_floors,survey_household_income,0.23,0.053,Yes,0,4530
Q23width,StandardizedSeasonalresidualbyfamily,0.23,0.053,Yes,0,1063
survey_monthly_rent,Toiletgpd,0.231,0.053,Yes,0.013,116
TotalGPD,Clotheswasherloadsperday,0.229,0.053,Yes,0,1160
Faucetgpd,Toiletflushstdev,0.229,0.053,Yes,0,1186
Averageshowergal,NormalizedNonseasonal,0.23,0.053,Yes,0,1178
survey_irrigation_inground_back,survey_number_of_shower_only,0.228,0.052,Yes,0,4724
survey_clothes_washer_used_less,survey_faucet_drips_repaired,0.229,0.052,Yes,0,5574
survey_number_of_toilets,survey_number_of_utility_sinks,0.227,0.052,Yes,0,4579
survey_number_of_toilets,NormalizedNonseasonal,0.228,0.052,Yes,0,1185
survey_number_of_bathtub_only,Survey_Irrigation_InGround_Front_Automatic,0.228,0.052,Yes,0,3652
survey_number_of_toilets_16,Q13,0.228,0.052,Yes,0,4858
Survey_Irrigation_InGround_Back_Automatic,Q23length,0.229,0.052,Yes,0,5574
capita,Dishwashergpd,0.228,0.052,Yes,0,906
Bathtubgpd,NormalizedNonseasonal,0.228,0.052,Yes,0,725
survey_irrigation_inground_front,survey_year_built,0.225,0.051,Yes,0,5330
survey_irrigation_inground_front,survey_age_of_home,-0.225,0.051,Yes,0,5330
survey_irrigation_inground_back,survey_highest_grade,0.225,0.051,Yes,0,5357
survey_irrigation_inground_drip,survey_irrigation_inground,0.226,0.051,Yes,0,5574
survey_irrigation_inground_timer_adjusted_conservation,survey_number_of_bathtubs,0.225,0.051,Yes,0,5574
survey_number_of_shower_only,survey_irrigation_inground_timer,0.226,0.051,Yes,0,4724
survey_disposal,survey_household_income,0.225,0.051,Yes,0,4491
survey_dishwasher,NormalizedAnnual,0.226,0.051,Yes,0,4973
survey_treatment,survey_well,-0.225,0.051,Yes,0,283
survey_well,TotalGPD,-0.227,0.051,No,0.057,71
survey_irrigation_inground,survey_highest_grade,0.227,0.051,Yes,0,5357
Q23no,survey_parcel_sqft,-0.226,0.051,Yes,0,4405
Q23depth,StandardizedAnnualresidualbyfamily,0.225,0.051,Yes,0,5075
survey_monthly_rent,Othergpd,0.226,0.051,Yes,0.022,103
Dishwashergpd,Faucetgpd,0.226,0.051,Yes,0,906
survey_irrigation_inground_back,survey_pressure_regulator,0.224,0.05,Yes,0,4550
survey_dishwasher_used_less,survey_irrigation_inground_timer_adjusted_conservation,0.224,0.05,Yes,0,5574
survey_dishwasher_used_less,survey_number_of_toilets,0.223,0.05,Yes,0,5566
survey_dishwasher_used_less,survey_number_of_bathroom_sinks,0.224,0.05,Yes,0,5527
survey_number_of_shower_only,survey_disposal,0.224,0.05,Yes,0,4689
survey_number_of_shower_only,Q5no,-0.223,0.05,Yes,0,4724
survey_number_of_whirlpools,NormalizedAnnual,0.223,0.05,Yes,0,3428
survey_number_of_showers_lfsh,survey_year_built,0.223,0.05,Yes,0,4948
survey_number_of_showers_lfsh,survey_age_of_home,-0.223,0.05,Yes,0,4948
survey_irrigation_inground_timer,Q23length,0.224,0.05,Yes,0,5574
Q5no,NormalizedAnnual,-0.223,0.05,Yes,0,5104
survey_irrigation_pct,StandardizedAnnualresidualbyfamily,0.224,0.05,Yes,0,4340
survey_indoor_sqft,IndoorGPD,0.224,0.05,Yes,0,1075
survey_home_value,Faucetgpd,0.224,0.05,Yes,0,1010
IndoorGPD,OutdoorGPD,0.223,0.05,Yes,0,1146
IndoorGPD,Bathtubgpd,0.225,0.05,Yes,0,725
