var1,var2,Pearson coefficient (r),r-squared,Significance,p-value,Support (n)
survey_number_of_shower_only,survey_irrigation_inground_master,0.242,0.058,Yes,0,1317
survey_number_of_showers,survey_water_feature_outdoor,0.241,0.058,Yes,0.002,168
survey_dishwasher,survey_landscape_trees_and_shrubs,0.242,0.058,Yes,0,1521
survey_number_of_toilets_16,survey_irrigation_inground,0.241,0.058,Yes,0,636
survey_number_of_toilets_16,survey_irrigation_inground_drip,0.24,0.058,Yes,0,829
survey_number_of_toilets_dual,survey_replaced_toilets_last_few,0.241,0.058,Yes,0,510
survey_garden_flower,PctSeasonal,0.241,0.058,Yes,0,1193
survey_landscape_nonirrigated,survey_irrigation_inground_monitor,0.241,0.058,Yes,0,1539
survey_replaced_showerheads_LF,survey_irrigation_inground_monitor,0.24,0.058,Yes,0,1539
survey_disposal_used_less,survey_car_washed_less_often,0.242,0.058,Yes,0,1539
survey_adults_employed,NormalizedNonseasonal,0.241,0.058,Yes,0,1169
reuws2_attitude_I,reuws2_attitude_P,0.241,0.058,Yes,0,1416
survey_number_of_whirlpools,survey_hot_water_on_demand,0.239,0.057,Yes,0,937
survey_number_of_whirlpools,survey_pool_fill_automatic,0.238,0.057,Yes,0.005,138
survey_number_of_shower_only,survey_irrigation_inground,0.239,0.057,Yes,0,997
survey_number_of_toilets_HET,survey_income,0.239,0.057,Yes,0,573
survey_irrigation,survey_baths_per_week,-0.238,0.057,Yes,0,1482
survey_landscape_low_water,survey_irrigation_timer_shortened_last_few,0.239,0.057,Yes,0,1539
survey_irrigation_manual_override,StandardizedAnnualresidualbyfamily,0.239,0.057,Yes,0,1493
survey_disposal_used_less,survey_other_sources_pct,-0.239,0.057,Yes,0.024,89
survey_adults_employed,survey_landscaper,-0.238,0.057,Yes,0,1123
SurveyID,survey_irrigation_inground_monitor,0.237,0.056,Yes,0,1539
Log_AnnualKgal_Bin,survey_number_of_whirlpools,0.236,0.056,Yes,0,968
survey_number_of_toilets,survey_treatment,0.236,0.056,Yes,0,1435
survey_number_of_showers,survey_irrigation_inground_master,0.236,0.056,Yes,0,1515
survey_disposal,survey_irrigation_timer_shortened_last_few,0.236,0.056,Yes,0,1515
survey_dishwasher,survey_irrigation,0.238,0.056,Yes,0,1487
survey_humidifier,survey_landscape_trees_and_shrubs,0.237,0.056,Yes,0,1443
survey_landscape_trees_and_shrubs,survey_leak_irrigation_repaired,0.236,0.056,Yes,0,1539
survey_garden_flower,survey_landscape_nonirrigated,0.236,0.056,Yes,0,1539
survey_garden_flower,survey_pool_cover,0.237,0.056,Yes,0.001,209
survey_irrigation_inground_timer,reuws2_attitude_H,-0.236,0.056,Yes,0,1443
survey_irrigation_inground_bfp,StandardizedAnnualresidualbyfamily,0.237,0.056,Yes,0,1493
survey_irrigation_less_often,survey_landscape_low_water_last_few,0.237,0.056,Yes,0,1539
survey_renter,Inwhatyeardidyoumovetothishome,0.236,0.056,Yes,0,1485
survey_renter,survey_years_in_home,-0.236,0.056,Yes,0,1485
reuws2_attitude_G,survey_income,-0.236,0.056,Yes,0,1309
reuws2_attitude_M,survey_income,-0.236,0.056,Yes,0,1307
Howmanybedroomsdoesthishousehave,StandardizedAnnualresidualbyfamily,0.235,0.055,Yes,0,1489
survey_number_of_whirlpools,NormalizedAnnual,0.234,0.055,Yes,0,968
survey_landscape_low_water,survey_highest_grade,0.234,0.055,Yes,0,1504
survey_water_feature_outdoor,NormalizedSeasonal,0.233,0.055,Yes,0.047,73
survey_disposal_used_less,survey_irrigation_timer_shortened_last_few,0.235,0.055,Yes,0,1539
survey_clothes_washer_used_less,survey_landscape_low_water_last_few,0.235,0.055,Yes,0,1539
survey_irrigation_avoid_heat,reuws2_attitude_O,0.233,0.055,Yes,0,1495
reuws2_attitude_L,reuws2_attitude_Q,0.234,0.055,Yes,0,1442
survey_year_built,survey_income,0.234,0.055,Yes,0,1301
survey_age_of_home,survey_income,-0.234,0.055,Yes,0,1301
SurveyID,survey_irrigation_inground_master,0.232,0.054,Yes,0,1539
Howmanybedroomsdoesthishousehave,survey_number_of_bathtubs,0.232,0.054,Yes,0,1485
Teenagersage1317,NormalizedNonseasonal,0.232,0.054,Yes,0,1161
survey_ice_maker,survey_income,0.232,0.054,Yes,0,1295
survey_evap_cooler,survey_spa_or_hot_tub_outdoor_filled,-0.233,0.054,Yes,0.002,166
survey_number_of_toilets_HET,survey_pool_fill_automatic,0.232,0.054,Yes,0.031,86
survey_roof_direction,survey_other_sources_pct,-0.232,0.054,Yes,0.029,89
survey_irrigation_inground,survey_pool_cover,-0.233,0.054,Yes,0.001,194
survey_irrigation_inground_master,StandardizedAnnualresidualbyfamily,0.233,0.054,Yes,0,1493
survey_irrigation_inground_master,StandardizedSeasonalresidualbyfamily,0.233,0.054,Yes,0,1124
survey_irrigation_inground_drip,PctSeasonal,0.231,0.054,Yes,0,1193
survey_dishwasher_used_less,reuws2_attitude_O,0.231,0.054,Yes,0,1495
survey_irrigation_timer_shortened_last_few,NormalizedSeasonal,0.231,0.054,Yes,0,1155
survey_irrigation_timer_shortened_last_few,StandardizedAnnualresidualbyfamily,0.231,0.054,Yes,0,1493
survey_irrigation_timer_shortened_last_few,StandardizedSeasonalresidualbyfamily,0.231,0.054,Yes,0,1124
survey_highest_grade,Inwhatyeardidyoumovetothishome,0.233,0.054,Yes,0,1472
survey_highest_grade,survey_years_in_home,-0.233,0.054,Yes,0,1472
reuws2_attitude_E,reuws2_attitude_G,0.233,0.054,Yes,0,1473
reuws2_attitude_L,reuws2_attitude_S,0.233,0.054,Yes,0,1442
Log_AnnualKgal_Bin,survey_irrigation_inground_bfp,0.229,0.053,Yes,0,1539
DOYOUTRUSTTHATTHETAPWATERDELIVEREDTOYOURHOMEISSAFET,survey_drought,0.23,0.053,Yes,0,358
Howmanybedroomsdoesthishousehave,survey_number_of_bathtub_showers,0.231,0.053,Yes,0,1465
Howmanybedroomsdoesthishousehave,survey_number_of_whirlpools,0.229,0.053,Yes,0,961
survey_number_of_shower_only,survey_number_of_bathtubs,-0.23,0.053,Yes,0,1299
survey_ice_maker,survey_manual_irrigation_pct,-0.229,0.053,Yes,0,1114
survey_evap_cooler,survey_year_built,-0.231,0.053,Yes,0,1396
survey_evap_cooler,survey_age_of_home,0.231,0.053,Yes,0,1396
survey_landscape_nonirrigated,survey_leak_irrigation_repaired,0.231,0.053,Yes,0,1539
survey_irrigation_inground_master,NormalizedSeasonal,0.231,0.053,Yes,0,1155
survey_conservation_shower_short,reuws2_attitude_N,0.231,0.053,Yes,0,1491
survey_disposal_used_less,survey_irrigation_inground_monitor,0.23,0.053,Yes,0,1539
survey_shower_bucket,survey_other_sources_pct,-0.231,0.053,Yes,0.03,89
Log_AnnualKgal_Bin,survey_irrigation_manual_override,0.228,0.052,Yes,0,1539
Childrenage312,NormalizedNonseasonal,0.229,0.052,Yes,0,1161
survey_number_of_utility_sink,survey_treatment,0.227,0.052,Yes,0,1076
survey_hot_water_wait_master_bath,survey_hot_water_wait_other_bath,0.227,0.052,Yes,0,1539
survey_garden_flower,survey_irrigation_inground_timer,0.229,0.052,Yes,0,1539
survey_irrigation_inground_master,survey_irrigation_inground_wbic,0.229,0.052,Yes,0,1539
survey_replaced_showerheads_LF,survey_leak_irrigation_repaired,0.228,0.052,Yes,0,1539
survey_faucet_drips_repaired,survey_landscape_low_water_last_few,0.227,0.052,Yes,0,1539
survey_irrigation_inground_monitor,NormalizedSeasonal,0.227,0.052,Yes,0,1155
survey_irrigation_inground_monitor,StandardizedAnnualresidualbyfamily,0.228,0.052,Yes,0,1493
SurveyID,survey_manual_irrigation_pct,-0.225,0.051,Yes,0,1143
Log_AnnualKgal_Bin,survey_irrigation_timer_shortened_last_few,0.226,0.051,Yes,0,1539
Log_AnnualKgal_Bin,survey_leak_irrigation_repaired,0.225,0.051,Yes,0,1539
Howmanybedroomsdoesthishousehave,survey_number_of_toilets_16,0.225,0.051,Yes,0,823
Howmanybedroomsdoesthishousehave,survey_year_built,0.227,0.051,Yes,0,1489
Howmanybedroomsdoesthishousehave,survey_age_of_home,-0.227,0.051,Yes,0,1489
survey_number_of_toilets,survey_pool,0.227,0.051,Yes,0,1378
survey_number_of_toilets,survey_leak_irrigation_repaired,0.225,0.051,Yes,0,1519
survey_number_of_shower_only,survey_manual_irrigation_pct,-0.226,0.051,Yes,0,996
survey_number_of_bathtubs,survey_pool_cover_overnight,0.225,0.051,Yes,0.001,204
survey_disposal,survey_leak_irrigation_repaired,0.227,0.051,Yes,0,1515
survey_dishwasher,survey_irrigation_inground,0.227,0.051,Yes,0,1131
survey_hot_water_on_demand,survey_water_feature_outdoor,0.226,0.051,Yes,0.004,162
survey_number_of_showers_hydra,survey_water_feature_outdoor,0.227,0.051,Yes,0.003,166
survey_garden_flower,survey_irrigation_inground_bfp,0.225,0.051,Yes,0,1539
survey_landscape_low_water,survey_spa_or_hot_tub_outdoor,0.225,0.051,Yes,0,1521
survey_irrigation_inground_bfp,PremiseYear,0.225,0.051,Yes,0,346
survey_irrigation_inground_drip,survey_year_built,0.225,0.051,Yes,0,1493
survey_irrigation_inground_drip,survey_age_of_home,-0.225,0.051,Yes,0,1493
survey_irrigation_inground_monitor,StandardizedSeasonalresidualbyfamily,0.225,0.051,Yes,0,1124
reuws2_attitude_M,reuws2_attitude_R,0.227,0.051,Yes,0,1468
reuws2_attitude_O,reuws2_attitude_R,0.227,0.051,Yes,0,1463
survey_number_of_whirlpools,survey_irrigation_inground_bfp,0.224,0.05,Yes,0,968
survey_number_of_utility_sink,survey_number_of_toilets_16,0.225,0.05,Yes,0,637
survey_number_of_utility_sink,survey_irrigation_inground,0.224,0.05,Yes,0,831
survey_disposal,reuws2_attitude_F,-0.225,0.05,Yes,0,1491
survey_landscape_turf,StandardizedSeasonalresidualbyfamily,0.223,0.05,Yes,0,1124
survey_irrigation_inground_master,survey_highest_grade,0.224,0.05,Yes,0,1504
survey_irrigation_inground_drip,survey_spa_or_hot_tub_outdoor,0.225,0.05,Yes,0,1521
survey_irrigation_manual_override,NormalizedAnnual,0.224,0.05,Yes,0,1539
survey_conservation_shower_short,reuws2_attitude_O,0.225,0.05,Yes,0,1495
survey_replaced_showerheads_LF,survey_irrigation_timer_shortened_last_few,0.224,0.05,Yes,0,1539
survey_leak_irrigation_repaired,survey_other_sources_pct,-0.225,0.05,Yes,0.034,89
DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,reuws2_attitude_J,-0.225,0.05,Yes,0,448
DOYOUTHINKYOURWATERUTILITYDOESTHERIGHTAMOUNTOFWATERC,reuws2_attitude_L,-0.224,0.05,Yes,0,447
survey_spa_or_hot_tub_outdoor_filled,reuws2_attitude_M,-0.224,0.05,Yes,0.003,169
